,groundtruth,return,actions
2237,"(-4, 24, 2, -4, 24, -2, -1, 4, -24)",48.0,"[1, 4, 7, 8, 9]"
2238,"(-8, -24, -2, 8, -24, -2, 2, 8, -24)",6.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2239,"(8, 24, -2, -8, 48, -2, -2, 4, -48)",72.0,"[1, 4, 7, 8, 9]"
2240,"(-4, -24, 2, 4, 24, -1, -2, 8, -48)",26.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2241,"(4, 24, 1, 8, 48, 1, 2, -4, 24)",92.0,"[1, 4, 7, 8, 9]"
2242,"(-8, -24, 2, -8, 24, 2, 1, -8, -48)",19.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2243,"(-4, -48, 1, 4, -24, -1, -2, -8, 48)",45.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2244,"(4, -24, 2, 4, 24, -1, 1, 4, 48)",68.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2245,"(4, -48, -1, 4, 48, 1, -1, 4, -24)",48.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2246,"(8, 24, -1, -4, -24, 2, 1, -4, -48)",19.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2247,"(-4, 48, -1, -4, 48, -2, 1, -8, 24)",116.0,"[1, 4, 7, 8, 9]"
2248,"(-8, 24, 2, -4, 24, 1, -1, 4, 24)",68.0,"[1, 4, 7, 8, 9]"
2249,"(-8, -24, 2, -8, -48, -2, 2, -8, -48)",-6.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2250,"(-8, 24, 1, 8, -24, 2, 2, -8, -24)",26.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2251,"(-4, -48, -2, 8, -48, -2, -1, 4, 24)",22.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2252,"(8, 24, 1, 4, 24, -1, 2, -4, -24)",46.0,"[1, 4, 7, 8, 9]"
2253,"(-8, -24, 1, 8, 48, 2, 1, -8, -48)",42.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2254,"(-8, -48, -2, 4, -48, -2, 2, 8, -48)",2.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2255,"(-4, -48, 2, 8, -48, 1, -2, -4, -48)",0.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2256,"(4, -24, -1, -4, 48, -2, -1, 4, -48)",48.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2257,"(-4, -24, 2, -4, -48, 2, -2, -8, -24)",-6.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2258,"(4, 24, -1, 8, -24, 2, 2, -4, -48)",26.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2259,"(-8, -48, 1, -8, -48, 1, 2, -8, -48)",-4.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2260,"(4, 24, 2, -8, 24, 1, 2, -4, 24)",68.0,"[1, 4, 7, 8, 9]"
2261,"(-8, -24, -2, 4, 48, 2, 2, -8, -48)",40.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2262,"(-8, -48, -2, -4, -48, 1, 2, -4, -48)",-7.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2263,"(-4, 48, 2, -8, 24, -1, 2, 4, 24)",92.0,"[1, 4, 7, 8, 9]"
2264,"(-8, 24, 1, 8, -48, 1, -1, -8, -24)",23.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2265,"(4, -48, -2, 8, -24, -2, -2, -8, 48)",52.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2266,"(8, -48, 1, 4, 24, 1, -2, 4, -24)",28.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2267,"(-8, 48, 2, 4, 48, 1, -1, 4, -48)",96.0,"[1, 4, 7, 8, 9]"
2268,"(4, -24, -1, 4, -24, -1, 1, -4, 24)",24.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2269,"(8, -24, -2, 8, 48, -1, -1, 4, 24)",72.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2270,"(-4, -48, -1, 4, 24, -1, -2, 8, -48)",23.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2271,"(8, -24, 1, 8, -24, -1, -1, 8, -24)",16.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2272,"(-8, -48, -2, -8, -24, -2, 2, 4, -48)",-8.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2273,"(4, -24, 2, -8, 24, 2, -1, -8, -48)",19.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2274,"(4, -48, -2, 4, -24, 2, 2, -8, -24)",2.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2275,"(-4, 24, 1, -8, 24, -1, -1, -8, 24)",68.0,"[1, 4, 7, 8, 9]"
2276,"(-4, 48, -1, 4, 24, 2, -2, -4, 24)",92.0,"[1, 4, 7, 8, 9]"
2277,"(8, 24, 2, -4, 24, 2, -1, 8, -48)",52.0,"[1, 4, 7, 8, 9]"
2278,"(-8, -48, -1, 4, -24, -2, -2, -8, 24)",19.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2279,"(-4, 48, -2, 8, 24, 1, 1, -8, 24)",92.0,"[1, 4, 7, 8, 9]"
2280,"(-8, -48, 2, 4, 48, 1, -2, 4, -24)",46.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2281,"(4, 24, -2, 4, 48, 1, 2, -8, 24)",92.0,"[1, 4, 7, 8, 9]"
2282,"(-4, -48, -2, 8, 24, -1, -1, -4, 24)",38.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2283,"(-4, -24, 2, -4, -48, 1, 1, 4, -48)",-1.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2284,"(-8, -48, -1, 4, 24, -2, 1, 8, -24)",23.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2285,"(4, -48, -1, -4, 48, -1, -2, 8, -24)",52.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2286,"(-4, 24, -2, -8, -48, 2, 2, 8, -48)",26.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2287,"(4, -48, 2, -4, -48, -2, 2, -4, 48)",42.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2288,"(4, -24, 1, -8, 24, -2, 1, 8, -24)",28.0,"[1, 4, 0, 2, 3, 5, 7, 8, 9]"
2289,"(-8, -24, -1, 8, -24, -1, 2, 8, -24)",7.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2290,"(-8, 24, 1, -4, -24, 1, 1, -4, -24)",18.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2291,"(4, -24, 2, -4, -48, 2, -1, -8, -24)",-3.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2292,"(4, -24, -2, -4, -48, -2, 1, -8, 24)",18.0,"[1, 4, 0, 3, 2, 5, 7, 8, 9]"
2293,"(8, 24, -1, 8, -48, 2, 1, 4, 48)",72.0,"[1, 4, 3, 0, 2, 5, 7, 8, 9]"
2294,"(8, 24, -2, 4, 48, -2, -1, -4, -48)",67.0,"[1, 4, 7, 8, 9]"
2295,"(4, 24, 1, 4, -24, 1, -1, 48, 8)",69.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2296,"(-4, 24, -2, -4, -48, -2, -2, -24, -4)",11.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2297,"(-4, -48, 1, -4, -24, -1, -2, 24, -4)",17.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2298,"(4, 24, -1, 4, 48, 2, -2, -48, -8)",65.0,"[1, 4, 7, 6, 8, 9]"
2299,"(8, 24, 2, 4, 24, -2, 2, -48, -4)",45.0,"[1, 4, 7, 6, 8, 9]"
2300,"(-8, 48, -2, 8, -24, 1, 2, 24, -4)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2301,"(8, -24, 2, -8, -48, 1, 1, -24, -4)",1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2302,"(-8, 48, -1, 4, 48, 1, 1, -48, -4)",92.0,"[1, 4, 7, 6, 8, 9]"
2303,"(8, 48, 2, 4, -48, -2, -1, -24, 4)",47.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2304,"(-8, 24, -1, -8, -48, -2, -1, -48, -8)",12.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2305,"(8, -48, 1, 4, -24, -2, -2, 48, -8)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2306,"(-8, -48, -1, 4, -24, -1, -2, -24, 8)",2.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2307,"(-8, 24, -1, 4, -48, 2, 2, -48, 8)",27.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2308,"(8, -48, 2, 8, 48, -1, 1, 48, 4)",97.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2309,"(4, 48, 2, -8, -24, 2, 1, -24, 4)",45.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2310,"(8, -48, -2, -4, -24, 1, -1, -24, -8)",-1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2311,"(-8, 24, 1, -8, -24, -2, 1, -48, -8)",14.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2312,"(-4, 24, -2, -8, 48, 1, 1, 24, -8)",93.0,"[1, 4, 7, 9]"
2313,"(4, 24, 2, -8, 48, 2, 1, 48, -4)",117.0,"[1, 4, 7, 9]"
2314,"(-8, 48, -2, -8, -24, -2, 1, 48, 8)",87.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2315,"(4, 48, 2, 8, -48, 1, -1, 24, 4)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2316,"(-8, -24, 1, -8, -48, -2, -1, 24, -4)",16.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2317,"(-8, -24, -1, 8, -48, -1, -1, 24, -8)",24.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2318,"(4, 48, 2, -4, -48, 1, -2, -24, 4)",44.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2319,"(8, 24, 2, -8, -24, 1, 2, -24, -8)",18.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2320,"(8, 24, -1, -8, -24, -2, 1, -24, 4)",17.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2321,"(-4, 24, 2, 8, 48, -2, -1, -24, 4)",71.0,"[1, 4, 7, 6, 8, 9]"
2322,"(-4, 48, 1, 8, -24, 2, 2, -48, 4)",51.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2323,"(4, 24, -2, -4, 48, 1, -2, 48, 8)",117.0,"[1, 4, 7, 9]"
2324,"(8, -24, -2, 8, -24, 1, 1, 48, 8)",57.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2325,"(4, -24, 1, -8, 48, -1, 2, -48, 4)",47.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2326,"(-4, 48, 2, 8, -48, -2, 2, -48, -8)",49.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2327,"(8, -24, 1, 8, 24, 2, -2, 48, 4)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2328,"(-8, -24, -1, -4, 48, -2, -2, 48, 4)",88.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2329,"(-8, 48, -2, 4, -48, 2, -1, -24, -8)",42.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2330,"(-4, -24, -2, -4, 48, -2, 1, -24, 4)",41.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2331,"(4, 24, 2, -8, 48, -1, -2, -24, 4)",71.0,"[1, 4, 7, 6, 8, 9]"
2332,"(8, -24, -2, 4, 24, 1, -2, 24, -4)",49.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2333,"(-4, 48, 2, 4, 24, 1, -2, -24, -4)",65.0,"[1, 4, 7, 6, 8, 9]"
2334,"(4, 48, 2, -8, 24, 1, -1, -24, 4)",71.0,"[1, 4, 7, 6, 8, 9]"
2335,"(-4, -48, 2, -4, -24, -1, 1, 24, 8)",18.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2336,"(-4, -48, 1, -8, -48, 1, -2, 24, 8)",19.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2337,"(-4, 48, 1, 4, -48, -2, -2, 48, 4)",93.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2338,"(-8, 24, -2, -8, -24, 2, 1, 24, -8)",43.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2339,"(8, -48, 1, -4, -24, 1, -1, -24, 4)",4.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2340,"(8, 24, -1, -8, -24, -1, -2, -48, -8)",12.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2341,"(8, 24, -2, 8, -24, 2, -2, -24, 8)",31.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2342,"(-8, 48, 1, -4, 24, 2, 1, -24, 4)",71.0,"[1, 4, 7, 6, 8, 9]"
2343,"(-8, 48, -1, -4, 48, -1, 2, -24, 4)",95.0,"[1, 4, 7, 6, 8, 9]"
2344,"(-4, -48, 2, 8, 24, 1, 1, -48, 8)",25.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2345,"(-4, -48, -1, -4, -24, 2, -1, 48, 8)",42.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2346,"(4, -48, -1, 4, -24, 2, -2, -24, 4)",3.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2347,"(8, -48, -2, 4, -48, 1, -2, 48, 8)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2348,"(8, 24, -1, -4, 24, 1, 2, -24, -4)",45.0,"[1, 4, 7, 6, 8, 9]"
2349,"(-4, -24, -2, 4, -48, 2, 2, 48, 4)",43.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2350,"(-8, 48, -1, -8, 24, -1, 2, -48, -8)",69.0,"[1, 4, 7, 6, 8, 9]"
2351,"(8, -24, 1, -8, -24, 2, -2, -24, 8)",9.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2352,"(-8, -48, -1, -4, 24, 1, 2, 48, 4)",64.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2353,"(-4, -24, -1, -8, 24, -1, -1, -24, 8)",22.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2354,"(8, -48, 2, -8, 24, -1, -1, 24, -8)",49.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2355,"(-4, -48, -1, 4, 24, -1, -1, -48, -8)",13.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2356,"(8, -48, 2, -4, 48, -2, 2, 24, -4)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2357,"(-8, -24, 2, -4, 24, -1, 1, -48, -8)",18.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2358,"(4, -24, -2, 4, -48, 1, -1, 24, 4)",25.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2359,"(-4, 24, 1, -4, -24, -1, -1, -24, 4)",18.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2360,"(-8, -48, -1, -8, -24, -2, 1, 48, 4)",38.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2361,"(-8, -48, -1, 4, -48, -1, 2, 24, 4)",20.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2362,"(4, 48, 1, -4, -48, -1, -2, 48, 4)",88.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2363,"(-4, -48, 1, -8, 24, -1, 2, -48, 4)",20.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2364,"(-4, 48, -1, 8, 24, -1, -2, -48, 4)",71.0,"[1, 4, 7, 6, 8, 9]"
2365,"(8, 48, 1, 8, -24, -2, 2, -24, -4)",49.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2366,"(-8, -24, 2, -8, 48, 2, 1, 48, 8)",91.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2367,"(-8, 24, 1, -4, -24, 1, 1, -48, -8)",17.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2368,"(4, 24, 1, 4, -24, -2, -2, 24, 8)",45.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2369,"(-8, 48, 2, -4, -48, 2, 1, 24, 4)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2370,"(4, -48, 2, 8, 24, 1, -2, 24, -4)",45.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2371,"(-4, 48, -1, -8, -48, 2, 2, 48, -8)",91.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2372,"(8, 24, 2, -8, -48, 2, -1, 24, -8)",43.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2373,"(-8, 24, 2, 8, 48, -1, 2, -48, -8)",69.0,"[1, 4, 7, 6, 8, 9]"
2374,"(4, -24, 1, -8, 48, -1, 2, 48, -8)",93.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2375,"(4, 24, -1, 4, 48, 1, -2, -24, -4)",65.0,"[1, 4, 7, 6, 8, 9]"
2376,"(-4, -24, 2, 8, 48, -2, -2, 24, -8)",67.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2377,"(-4, 24, 1, 8, -24, 2, 2, 48, -8)",73.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2378,"(-4, 24, 1, 8, 48, -1, -1, 24, -4)",93.0,"[1, 4, 7, 9]"
2379,"(-8, -24, -2, 4, 48, -2, -2, -24, -4)",35.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2380,"(4, 24, -1, 4, -24, 1, -1, -24, 4)",23.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2381,"(-8, -48, -2, 8, -48, 1, 1, -24, 8)",5.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2382,"(4, 48, 2, -8, -48, 2, 1, 24, 8)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2383,"(4, 24, 1, 8, 24, 1, 1, -48, -8)",44.0,"[1, 4, 7, 6, 8, 9]"
2384,"(-4, -24, -1, -8, 24, -2, -2, -24, -8)",12.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2385,"(-8, -48, 2, 8, -48, -1, -1, 24, -4)",27.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2386,"(-8, -24, -1, -8, -24, 1, 1, 24, 8)",17.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2387,"(8, 48, -1, -4, -48, 2, -1, -24, -4)",40.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2388,"(4, 24, -1, 8, 24, 1, 2, 48, 4)",93.0,"[1, 4, 7, 9]"
2389,"(4, 24, 1, -4, -24, -1, 1, -48, 8)",22.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2390,"(-8, -48, 2, 4, 24, 2, 1, -24, 8)",25.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2391,"(-8, 48, 2, 8, 24, -2, -2, 24, 4)",93.0,"[1, 4, 7, 9]"
2392,"(8, 48, -1, -4, 48, -1, 2, 48, -8)",141.0,"[1, 4, 7, 9]"
2393,"(4, 24, -1, 8, -24, -2, -1, -24, -4)",22.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2394,"(4, -24, 2, -8, 48, 1, -1, -48, 8)",51.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2395,"(4, -24, -1, 8, -48, -2, 1, 48, -8)",53.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2396,"(4, 24, -2, -8, 24, 2, -1, 48, 4)",93.0,"[1, 4, 7, 9]"
2397,"(4, 24, -1, 4, 24, 2, -2, -24, -4)",41.0,"[1, 4, 7, 6, 8, 9]"
2398,"(-4, -48, -2, 8, 24, -1, 2, 48, -4)",63.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2399,"(-8, -48, 2, -4, -48, 2, -1, 48, -4)",45.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2400,"(-8, -24, 2, -8, 24, -2, -1, -48, -4)",16.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2401,"(-8, 48, -1, 4, 48, 1, 2, 48, 8)",141.0,"[1, 4, 7, 9]"
2402,"(-8, 48, 1, -8, -24, -2, -1, -48, -8)",36.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2403,"(-8, -48, 1, -8, 24, 1, 2, -48, 4)",20.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2404,"(4, -24, 1, -8, 48, 1, -1, 48, -8)",93.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2405,"(-8, 24, -1, 4, 24, 1, 2, 24, 4)",69.0,"[1, 4, 7, 9]"
2406,"(4, -48, -1, 8, -24, -2, -2, -24, -8)",1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2407,"(-4, 24, 2, -8, 48, 2, -2, 48, 8)",117.0,"[1, 4, 7, 9]"
2408,"(8, -48, 2, -4, -48, 1, 2, -24, 4)",4.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2409,"(-8, 48, 2, -4, 48, -1, -2, 24, 4)",117.0,"[1, 4, 7, 9]"
2410,"(-8, 24, -1, 4, 24, -2, 1, 24, 4)",69.0,"[1, 4, 7, 9]"
2411,"(-4, -24, 2, -8, -48, 2, -2, -24, -4)",-7.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2412,"(-4, -24, -2, 8, -48, 2, -2, 48, -8)",47.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2413,"(8, 24, -2, 8, 24, 2, -2, 24, 8)",69.0,"[1, 4, 7, 9]"
2414,"(8, -24, -2, 8, 24, -2, -2, -24, 8)",31.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2415,"(4, 24, 1, -4, -24, 2, 2, 48, 4)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2416,"(-8, -48, -2, -8, 48, -1, 1, 24, -8)",63.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2417,"(-8, 24, -1, -4, -24, 1, 1, -48, -8)",17.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2418,"(4, -24, -2, 4, 24, -1, 2, 24, -4)",45.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2419,"(-8, 24, 1, -4, -24, -1, 1, -24, -4)",15.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2420,"(4, -48, 1, -8, -48, 2, 1, -24, 4)",1.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2421,"(-8, -48, -2, -8, 24, -1, 1, -48, -4)",14.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2422,"(4, -48, -2, 8, 24, -2, -1, 24, 4)",45.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2423,"(8, -24, -2, -8, -48, 1, 2, 24, -4)",26.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2424,"(4, -24, 1, -8, 48, 1, 2, -48, -8)",45.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2425,"(-8, -24, 1, -8, -24, 2, -1, -48, 8)",2.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2426,"(4, 48, -1, 4, 24, -2, -2, -24, -4)",65.0,"[1, 4, 7, 6, 8, 9]"
2427,"(8, -24, 2, 8, 48, -1, 2, -24, 8)",55.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2428,"(-4, -48, -2, -8, -24, 1, -2, -24, 4)",-6.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2429,"(8, -24, 1, 8, 24, 2, 1, 24, -8)",49.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2430,"(4, -24, -2, 8, 48, -2, 1, 48, -8)",93.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2431,"(-8, -48, -2, -8, -48, -1, -1, -24, 4)",-8.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2432,"(8, -48, 1, 4, -24, 1, 2, -48, 8)",11.0,"[1, 4, 0, 3, 2, 5, 7, 6, 8, 9]"
2433,"(4, 24, -1, 8, 48, -2, -1, -48, 8)",75.0,"[1, 4, 7, 6, 8, 9]"
2434,"(-4, 48, 2, 8, -48, -2, -1, -24, -8)",46.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2435,"(4, -48, -2, -4, -48, -1, -2, 24, -8)",20.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2436,"(8, 24, -2, -4, 24, -2, -2, 24, 8)",69.0,"[1, 4, 7, 9]"
2437,"(8, 24, 1, 8, -48, -2, 2, -24, -4)",25.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2438,"(4, -24, -1, -4, 24, 2, -2, -48, -8)",17.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2439,"(-8, 48, -1, -8, 24, 1, -1, 48, 4)",117.0,"[1, 4, 7, 9]"
2440,"(-4, -48, 1, -8, 24, 2, 1, -24, 4)",20.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
2441,"(-4, 24, -1, -4, -24, 2, -1, -48, 8)",25.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2442,"(-4, 24, -2, 4, 48, 2, -1, -48, -4)",66.0,"[1, 4, 7, 6, 8, 9]"
2443,"(4, -48, -2, -8, 24, 1, -2, 48, 8)",69.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2444,"(8, 48, 2, 8, 48, 2, -1, -24, 4)",95.0,"[1, 4, 7, 6, 8, 9]"
2445,"(8, -24, 2, 4, 24, 1, 2, 48, -8)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2446,"(8, -48, -1, 8, 24, 2, 2, 48, -4)",73.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2447,"(8, 24, -2, -4, -24, -1, -2, -24, 8)",22.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2448,"(-8, 24, -1, -8, -24, 2, -2, -24, 4)",21.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2449,"(4, 24, 1, 8, 48, 2, 1, 24, 8)",93.0,"[1, 4, 7, 9]"
2450,"(4, 48, -2, 4, -48, -2, -2, -24, -8)",41.0,"[1, 4, 3, 0, 2, 5, 7, 6, 8, 9]"
2451,"(-4, 24, -1, -8, -24, 2, 2, 48, -4)",67.0,"[1, 4, 3, 0, 2, 5, 7, 9]"
2452,"(8, 24, -1, -4, 24, 1, -2, -24, -4)",41.0,"[1, 4, 7, 6, 8, 9]"
2453,"(-8, -48, 1, 4, 24, 2, 1, 24, -8)",42.0,"[1, 4, 0, 2, 3, 5, 7, 9]"
2454,"(8, -48, -2, -4, -24, 1, -2, 48, 8)",50.0,"[1, 4, 0, 3, 2, 5, 7, 9]"
2455,"(8, -24, -1, -4, 24, 1, -2, -24, -4)",21.0,"[1, 4, 0, 2, 3, 5, 7, 6, 8, 9]"
