,clicks,decision,ground_truth,outcome_probs,reward_mu,reward_sigma,trial_index,workerid
1044,"[0, 11, 14]",4,"[0.11, 0.18, 0.14, 0.13, 0.12, 0.16, 0.2, 0.12, 0.11, 0.1, 0.24, 0.09, 0.17, 0.08, 0.1, 0.08, 0.09, 0.13, 0.09, 0.19, 0.09, 0.18, 0.08, 0.09, 0.07, 0.16, 0.13, 0.12]","[0.39, 0.34, 0.13, 0.14]",0.13,0.072,4,A1PLBPA6W1RZFD
1045,"[1, 7, 8]",3,"[0.22, 0.04, 0.17, 0.08, 0.13, 0.15, 0.14, 0.18, 0.15, 0.15, 0.1, 0.16, 0.12, 0.17, 0.11, 0.07, 0.1, 0.18, 0.15, 0.08, 0.13, 0.22, 0.15, 0.14, 0.24, 0.01, 0.18, 0.05]","[0.24, 0.31, 0.15, 0.3]",0.13,0.072,5,A1PLBPA6W1RZFD
1046,"[0, 4, 8, 12, 16, 20, 24]",1,"[0.06, 0.14, 0.17, 0.12, 0.14, 0.19, 0.15, 0.03, 0.12, 0.02, 0.17, 0.18, 0.09, 0.15, 0.12, 0.22, 0.16, 0.13, 0.06, 0.13, 0.14, 0.12, 0.13, 0.07, 0.19, 0.04, 0.11, 0.16]","[0.87, 0.05, 0.06, 0.02]",0.13,0.072,6,A1PLBPA6W1RZFD
1047,"[7, 3, 10]",1,"[0.08, 0.07, 0.07, 0.15, 0.23, 0.07, 0.19, 0.07, 0.02, 0.06, 0.05, 0.06, 0.18, 0.19, 0.15, 0.19, 0.21, 0.08, 0.11, 0.19, 0.21, 0.2, 0.14, 0.23, 0.11, 0.09, 0.11, 0.15]","[0.05, 0.07, 0.03, 0.85]",0.13,0.072,7,A1PLBPA6W1RZFD
1048,"[1, 5, 11, 15]",3,"[0.1, 0.12, 0.18, 0.21, 0.08, 0.07, 0.16, 0.23, 0.18, 0.11, 0.21, 0.13, 0.18, 0.12, 0.08, 0.12, 0.16, 0.21, 0.04, 0.15, 0.05, 0.09, 0.03, 0.18, 0.14, 0.03, 0.1, 0.08]","[0.2, 0.14, 0.29, 0.37]",0.13,0.072,8,A1PLBPA6W1RZFD
1049,"[10, 18, 2, 4, 26]",3,"[0.14, 0.01, 0.17, 0.12, 0.14, 0.14, 0.19, 0.1, 0.07, 0.09, 0.2, 0.1, 0.12, 0.24, 0.02, 0.06, 0.2, 0.22, 0.05, 0.11, 0.07, 0.04, 0.12, 0.08, 0.12, 0.19, 0.18, 0.17]","[0.06, 0.04, 0.89, 0.01]",0.13,0.072,9,A1PLBPA6W1RZFD
1050,[3],1,"[1.28, 3.98, 8.66, 4.51, 4.1, 5.91, 9.4, 9.65, 2.25, 7.87, 5.19, 9.47, 8.08, 3.2, 3.69, 0.15, 9.43, 4.93, 5.47, 4.68, 8.49, 6.19, 0.32, 2.31, 8.51, 3.09, 5.34, 4.46]","[0.21, 0.28, 0.22, 0.29]",5.0,2.994,10,A1PLBPA6W1RZFD
1051,"[21, 9]",6,"[2.31, 8.24, 4.71, 5.41, 7.92, 1.16, 4.8, 5.98, 0.61, 5.71, 1.77, 3.98, 5.37, 4.59, 6.28, 5.5, 7.57, 2.79, 4.66, 5.47, 5.22, 6.22, 2.33, 9.34, 7.08, 6.41, 6.45, 8.89]","[0.15, 0.36, 0.38, 0.11]",5.0,2.994,11,A1PLBPA6W1RZFD
1052,"[4, 0, 24, 13, 23]",2,"[6.65, 3.75, 9.48, 2.99, 7.21, 6.11, 6.06, 9.69, 4.04, 7.72, 5.13, 6.61, 0.16, 5.6, 4.38, 6.62, 8.42, 5.13, 6.99, 5.81, 5.82, 7.77, 8.25, 5.94, 0.74, 2.74, 2.24, 4.48]","[0.86, 0.11, 0.01, 0.02]",5.0,2.994,12,A1PLBPA6W1RZFD
1053,"[6, 22, 15, 0, 24]",4,"[4.23, 8.65, 8.1, 6.29, 7.37, 9.44, 6.25, 3.99, 6.19, 5.26, 3.42, 8.34, 4.88, 1.91, 6.76, 7.68, 1.2, 2.71, 0.06, 4.61, 0.13, 6.77, 2.87, 4.71, 6.12, 2.42, 9.02, 8.22]","[0.08, 0.02, 0.87, 0.03]",5.0,2.994,13,A1PLBPA6W1RZFD
1054,"[4, 3, 17, 24, 10, 27, 18]",3,"[2.68, 2.96, 0.19, 2.18, 6.43, 3.29, 1.7, 4.43, 3.08, 3.33, 7.73, 3.22, 1.1, 4.33, 4.35, 5.68, 4.28, 3.26, 3.17, 5.46, 2.89, 3.22, 2.12, 3.71, 4.58, 5.18, 3.76, 3.52]","[0.35, 0.28, 0.26, 0.11]",5.0,2.994,14,A1PLBPA6W1RZFD
1055,"[0, 20, 8, 24, 12, 16, 4, 11, 27]",7,"[1.38, 2.89, 4.4, 4.04, 1.8, 8.21, 5.09, 6.63, 4.47, 5.81, 5.3, 3.98, 5.96, 6.16, 3.59, 5.79, 5.14, 6.66, 5.52, 8.48, 4.01, 7.94, 9.88, 3.88, 5.48, 6.92, 2.83, 4.03]","[0.92, 0.04, 0.01, 0.03]",5.0,2.994,15,A1PLBPA6W1RZFD
1056,"[20, 8, 0, 3]",1,"[8.56, 5.22, 5.9, 3.91, 3.79, 8.43, 3.0, 7.11, 3.55, 6.08, 2.8, 2.04, 5.56, 4.79, 7.69, 3.98, 6.03, 7.65, 1.01, 0.79, 0.75, 3.19, 3.52, 2.03, 1.33, 9.05, 1.72, 1.16]","[0.85, 0.02, 0.08, 0.05]",5.0,2.994,16,A1PLBPA6W1RZFD
1057,"[4, 0, 16, 21]",5,"[2.79, 8.25, 7.18, 3.48, 3.32, 8.56, 1.39, 7.36, 6.38, 4.34, 5.91, 6.21, 3.12, 3.78, 6.36, 2.65, 8.75, 2.68, 6.82, 9.42, 2.0, 2.73, 0.52, 5.82, 2.72, 8.14, 1.27, 5.49]","[0.87, 0.07, 0.05, 0.01]",5.0,2.994,17,A1PLBPA6W1RZFD
1058,"[19, 3, 0, 5]",1,"[2.96, 2.6, 5.31, 8.17, 6.53, 3.52, 5.86, 1.78, 6.85, 3.93, 2.61, 6.21, 4.38, 4.17, 2.75, 7.55, 9.96, 9.35, 0.5, 5.03, 5.49, 7.42, 2.64, 0.92, 1.35, 8.39, 2.01, 9.33]","[0.24, 0.24, 0.24, 0.28]",5.0,2.994,18,A1PLBPA6W1RZFD
1059,"[19, 3, 5, 13, 25, 20]",7,"[8.18, 3.66, 0.12, 3.34, 5.19, 2.3, 1.8, 4.11, 9.25, 2.04, 2.3, 3.25, 8.3, 3.68, 8.8, 0.89, 1.87, 8.57, 2.49, 5.7, 1.14, 5.39, 9.66, 9.38, 1.08, 7.65, 5.53, 9.62]","[0.18, 0.31, 0.23, 0.28]",5.0,2.994,19,A1PLBPA6W1RZFD
1060,"[0, 14, 4, 9, 17, 21, 26, 24, 27, 25]",1,"[9.22, 8.0, 3.15, 4.33, 6.95, 5.64, 6.61, 2.47, 4.71, 8.81, 1.12, 4.21, 9.43, 6.03, 6.62, 5.51, 4.86, 7.55, 6.12, 0.97, 3.32, 6.62, 0.41, 5.5, 5.46, 4.6, 1.9, 9.33]","[0.07, 0.9, 0.02, 0.01]",5.0,2.994,0,A2A4UAFZ5LW71K
1061,"[0, 1, 2, 10, 14, 26, 19]",5,"[1.31, 5.56, 6.72, 0.09, 4.01, 2.64, 6.03, 7.62, 5.78, 3.89, 8.89, 8.24, 5.0, 1.08, 5.88, 6.66, 2.99, 4.77, 2.41, 9.73, 6.27, 7.9, 4.45, 5.79, 7.15, 5.55, 7.68, 2.93]","[0.27, 0.14, 0.26, 0.33]",5.0,2.994,1,A2A4UAFZ5LW71K
1062,"[24, 20, 16, 12, 8, 4, 0]",6,"[4.77, 3.4, 5.86, 4.84, 3.68, 5.74, 2.15, 5.31, 6.06, 5.71, 4.23, 0.87, 7.24, 3.88, 4.06, 1.99, 3.81, 2.73, 4.64, 5.04, 8.58, 7.27, 3.18, 9.22, 5.82, 0.45, 5.19, 2.15]","[0.86, 0.06, 0.06, 0.02]",5.0,2.994,2,A2A4UAFZ5LW71K
1063,"[20, 0, 8, 16, 12, 13]",4,"[4.28, 3.4, 1.47, 6.61, 0.76, 1.93, 8.49, 6.44, 5.89, 4.67, 3.66, 1.65, 8.88, 5.79, 8.3, 4.68, 4.36, 1.7, 8.02, 7.6, 1.08, 5.44, 6.29, 3.45, 9.07, 8.72, 0.13, 4.89]","[0.29, 0.27, 0.16, 0.28]",5.0,2.994,3,A2A4UAFZ5LW71K
1064,"[3, 27, 23, 19, 15, 11, 7]",1,"[7.05, 4.55, 2.26, 5.84, 3.57, 8.67, 4.05, 4.18, 6.28, 1.3, 4.56, 3.68, 8.72, 4.95, 4.8, 1.03, 7.01, 5.49, 5.87, 4.35, 7.7, 4.11, 6.09, 3.97, 9.38, 7.08, 3.65, 2.39]","[0.05, 0.03, 0.06, 0.86]",5.0,2.994,4,A2A4UAFZ5LW71K
1065,"[7, 19, 27, 3, 11, 15, 9, 1]",1,"[4.66, 5.71, 8.67, 4.33, 2.58, 4.08, 0.73, 3.43, 6.08, 4.15, 2.84, 4.66, 4.07, 6.25, 3.88, 3.92, 8.82, 8.13, 3.96, 3.46, 1.44, 2.95, 3.73, 1.2, 0.82, 2.51, 3.05, 1.77]","[0.18, 0.26, 0.24, 0.32]",5.0,2.994,5,A2A4UAFZ5LW71K
1066,"[3, 27, 23, 19, 15, 11, 7]",4,"[1.32, 3.12, 0.6, 0.58, 5.53, 8.54, 6.06, 2.66, 4.74, 7.1, 3.24, 2.88, 7.47, 4.04, 1.32, 5.89, 6.95, 5.35, 2.38, 3.04, 4.3, 1.05, 7.88, 5.43, 8.94, 1.51, 2.82, 1.4]","[0.03, 0.05, 0.03, 0.89]",5.0,2.994,6,A2A4UAFZ5LW71K
1067,"[2, 6, 10, 14, 18, 22, 26]",6,"[2.42, 3.96, 3.85, 8.11, 9.05, 7.92, 3.79, 9.87, 9.01, 3.25, 0.2, 4.3, 4.9, 5.03, 5.67, 8.56, 6.96, 7.28, 3.31, 6.49, 2.99, 5.33, 7.57, 2.42, 0.46, 4.11, 4.28, 4.13]","[0.1, 0.01, 0.88, 0.01]",5.0,2.994,7,A2A4UAFZ5LW71K
1068,"[1, 3, 0]",1,"[4.21, 7.17, 4.48, 5.58, 2.64, 4.07, 6.22, 6.12, 9.36, 5.04, 1.04, 3.94, 0.94, 9.44, 4.37, 5.67, 6.68, 8.75, 2.1, 2.34, 8.27, 8.64, 8.59, 7.06, 4.27, 8.49, 2.48, 1.37]","[0.18, 0.23, 0.35, 0.24]",5.0,2.994,8,A2A4UAFZ5LW71K
1069,"[1, 17, 9, 25, 21, 5, 26]",7,"[3.14, 4.76, 5.53, 3.62, 5.37, 5.15, 5.95, 4.26, 7.66, 4.83, 1.98, 9.38, 2.84, 5.24, 4.57, 9.09, 8.2, 4.03, 4.18, 6.55, 0.85, 5.84, 2.8, 6.9, 4.6, 5.75, 7.99, 2.06]","[0.15, 0.32, 0.34, 0.19]",5.0,2.994,9,A2A4UAFZ5LW71K
1070,"[1, 17, 13, 5, 7]",2,"[0.05, 0.09, 0.15, 0.05, 0.14, 0.21, 0.21, 0.23, 0.12, 0.08, 0.01, 0.16, 0.04, 0.11, 0.22, 0.21, 0.18, 0.09, 0.17, 0.16, 0.13, 0.11, 0.24, 0.19, 0.03, 0.14, 0.1, 0.08]","[0.17, 0.26, 0.22, 0.35]",0.13,0.072,10,A2A4UAFZ5LW71K
1071,[],4,"[0.25, 0.03, 0.13, 0.11, 0.03, 0.14, 0.18, 0.03, 0.12, 0.1, 0.14, 0.19, 0.13, 0.18, 0.04, 0.09, 0.21, 0.22, 0.07, 0.01, 0.14, 0.17, 0.17, 0.17, 0.05, 0.07, 0.06, 0.03]","[0.17, 0.25, 0.26, 0.32]",0.13,0.072,11,A2A4UAFZ5LW71K
1072,"[27, 19, 7, 3, 15, 11, 23]",3,"[0.1, 0.14, 0.21, 0.12, 0.17, 0.14, 0.09, 0.11, 0.12, 0.12, 0.14, 0.23, 0.05, 0.06, 0.23, 0.01, 0.18, 0.14, 0.17, 0.21, 0.11, 0.24, 0.08, 0.11, 0.02, 0.15, 0.11, 0.2]","[0.02, 0.07, 0.03, 0.88]",0.13,0.072,12,A2A4UAFZ5LW71K
1073,[],3,"[0.21, 0.22, 0.19, 0.19, 0.03, 0.12, 0.05, 0.15, 0.14, 0.03, 0.13, 0.22, 0.1, 0.09, 0.24, 0.12, 0.13, 0.08, 0.11, 0.08, 0.07, 0.18, 0.21, 0.21, 0.17, 0.02, 0.23, 0.1]","[0.29, 0.33, 0.21, 0.17]",0.13,0.072,13,A2A4UAFZ5LW71K
1074,[],7,"[0.11, 0.11, 0.11, 0.09, 0.09, 0.15, 0.15, 0.11, 0.11, 0.19, 0.09, 0.09, 0.11, 0.13, 0.2, 0.13, 0.06, 0.16, 0.08, 0.2, 0.17, 0.13, 0.18, 0.05, 0.13, 0.15, 0.09, 0.22]","[0.07, 0.01, 0.85, 0.07]",0.13,0.072,14,A2A4UAFZ5LW71K
1075,[],2,"[0.25, 0.25, 0.01, 0.1, 0.18, 0.05, 0.07, 0.13, 0.24, 0.13, 0.09, 0.21, 0.15, 0.04, 0.19, 0.15, 0.17, 0.04, 0.16, 0.14, 0.06, 0.16, 0.02, 0.2, 0.11, 0.15, 0.03, 0.22]","[0.05, 0.87, 0.03, 0.05]",0.13,0.072,15,A2A4UAFZ5LW71K
1076,"[19, 3, 27, 23]",6,"[0.09, 0.05, 0.09, 0.1, 0.22, 0.23, 0.17, 0.13, 0.17, 0.19, 0.2, 0.09, 0.07, 0.2, 0.2, 0.07, 0.07, 0.01, 0.14, 0.11, 0.18, 0.1, 0.11, 0.23, 0.11, 0.1, 0.12, 0.06]","[0.03, 0.02, 0.05, 0.9]",0.13,0.072,16,A2A4UAFZ5LW71K
1077,[],2,"[0.19, 0.13, 0.2, 0.13, 0.15, 0.07, 0.13, 0.23, 0.08, 0.18, 0.06, 0.11, 0.12, 0.08, 0.11, 0.16, 0.07, 0.19, 0.22, 0.13, 0.17, 0.04, 0.06, 0.17, 0.22, 0.11, 0.1, 0.21]","[0.37, 0.36, 0.14, 0.13]",0.13,0.072,17,A2A4UAFZ5LW71K
1078,[],3,"[0.22, 0.23, 0.11, 0.22, 0.21, 0.16, 0.15, 0.13, 0.12, 0.2, 0.13, 0.18, 0.09, 0.1, 0.16, 0.19, 0.04, 0.05, 0.15, 0.24, 0.13, 0.19, 0.16, 0.06, 0.2, 0.05, 0.17, 0.12]","[0.21, 0.19, 0.3, 0.3]",0.13,0.072,18,A2A4UAFZ5LW71K
1079,"[3, 27, 15, 11, 7, 23, 19]",1,"[0.19, 0.16, 0.17, 0.21, 0.13, 0.04, 0.15, 0.2, 0.07, 0.15, 0.21, 0.15, 0.14, 0.1, 0.24, 0.18, 0.03, 0.02, 0.07, 0.14, 0.19, 0.07, 0.19, 0.11, 0.09, 0.1, 0.09, 0.15]","[0.02, 0.05, 0.08, 0.85]",0.13,0.072,19,A2A4UAFZ5LW71K
1080,"[4, 9, 14, 22, 19]",5,"[0.17, 0.12, 0.2, 0.07, 0.02, 0.07, 0.18, 0.18, 0.08, 0.07, 0.16, 0.15, 0.17, 0.05, 0.2, 0.16, 0.11, 0.21, 0.08, 0.12, 0.18, 0.18, 0.12, 0.11, 0.19, 0.19, 0.1, 0.14]","[0.22, 0.15, 0.26, 0.37]",0.13,0.072,0,A2RWLFIP23FZA7
1081,[],5,"[0.07, 0.23, 0.23, 0.12, 0.23, 0.08, 0.19, 0.16, 0.11, 0.13, 0.17, 0.11, 0.17, 0.19, 0.02, 0.08, 0.14, 0.06, 0.13, 0.16, 0.13, 0.05, 0.1, 0.04, 0.1, 0.12, 0.16, 0.05]","[0.22, 0.29, 0.23, 0.26]",0.13,0.072,1,A2RWLFIP23FZA7
1082,[],5,"[0.07, 0.16, 0.03, 0.1, 0.12, 0.25, 0.12, 0.21, 0.22, 0.06, 0.04, 0.17, 0.23, 0.11, 0.21, 0.22, 0.2, 0.2, 0.12, 0.11, 0.09, 0.19, 0.07, 0.15, 0.1, 0.06, 0.08, 0.18]","[0.05, 0.85, 0.01, 0.09]",0.13,0.072,2,A2RWLFIP23FZA7
1083,[],5,"[0.09, 0.13, 0.12, 0.16, 0.09, 0.25, 0.05, 0.17, 0.1, 0.15, 0.09, 0.17, 0.14, 0.16, 0.21, 0.1, 0.03, 0.2, 0.2, 0.11, 0.19, 0.17, 0.16, 0.19, 0.09, 0.21, 0.06, 0.17]","[0.28, 0.12, 0.25, 0.35]",0.13,0.072,3,A2RWLFIP23FZA7
1084,[],5,"[0.17, 0.02, 0.04, 0.22, 0.16, 0.1, 0.2, 0.14, 0.24, 0.11, 0.08, 0.1, 0.1, 0.2, 0.12, 0.19, 0.17, 0.12, 0.01, 0.24, 0.19, 0.13, 0.03, 0.22, 0.14, 0.09, 0.06, 0.18]","[0.05, 0.05, 0.04, 0.86]",0.13,0.072,4,A2RWLFIP23FZA7
1085,[],5,"[0.17, 0.21, 0.23, 0.11, 0.21, 0.07, 0.09, 0.18, 0.02, 0.05, 0.16, 0.14, 0.19, 0.14, 0.13, 0.14, 0.14, 0.17, 0.06, 0.03, 0.16, 0.24, 0.11, 0.09, 0.13, 0.18, 0.09, 0.12]","[0.03, 0.89, 0.04, 0.04]",0.13,0.072,5,A2RWLFIP23FZA7
1086,[],5,"[0.18, 0.16, 0.18, 0.24, 0.14, 0.04, 0.11, 0.19, 0.06, 0.2, 0.18, 0.13, 0.09, 0.19, 0.06, 0.06, 0.04, 0.12, 0.2, 0.18, 0.18, 0.13, 0.16, 0.2, 0.17, 0.11, 0.25, 0.16]","[0.85, 0.02, 0.1, 0.03]",0.13,0.072,6,A2RWLFIP23FZA7
1087,[],5,"[0.21, 0.14, 0.19, 0.03, 0.08, 0.11, 0.25, 0.15, 0.1, 0.1, 0.17, 0.1, 0.16, 0.08, 0.16, 0.09, 0.12, 0.23, 0.05, 0.09, 0.23, 0.14, 0.03, 0.04, 0.21, 0.12, 0.06, 0.11]","[0.32, 0.33, 0.13, 0.22]",0.13,0.072,7,A2RWLFIP23FZA7
1088,[],5,"[0.13, 0.19, 0.17, 0.2, 0.13, 0.19, 0.1, 0.1, 0.17, 0.16, 0.18, 0.16, 0.06, 0.21, 0.17, 0.15, 0.02, 0.2, 0.16, 0.1, 0.07, 0.03, 0.22, 0.06, 0.19, 0.05, 0.22, 0.06]","[0.04, 0.85, 0.07, 0.04]",0.13,0.072,8,A2RWLFIP23FZA7
1089,[],5,"[0.12, 0.24, 0.1, 0.08, 0.22, 0.09, 0.09, 0.22, 0.02, 0.12, 0.22, 0.14, 0.15, 0.21, 0.06, 0.07, 0.25, 0.15, 0.02, 0.24, 0.06, 0.14, 0.16, 0.22, 0.08, 0.1, 0.15, 0.04]","[0.27, 0.28, 0.19, 0.26]",0.13,0.072,9,A2RWLFIP23FZA7
1090,[],5,"[3.68, 2.97, 4.07, 0.51, 6.83, 4.75, 5.92, 5.04, 7.02, 0.83, 3.45, 8.9, 6.66, 3.18, 8.54, 5.52, 2.52, 4.97, 5.67, 2.34, 6.88, 2.98, 9.93, 4.83, 6.58, 4.7, 6.18, 7.09]","[0.88, 0.1, 0.01, 0.01]",5.0,2.994,10,A2RWLFIP23FZA7
1091,[],5,"[7.3, 6.1, 4.51, 5.94, 8.35, 7.62, 7.12, 5.11, 3.75, 3.4, 8.85, 2.4, 6.72, 7.7, 2.9, 4.07, 2.99, 7.43, 5.38, 3.56, 7.24, 3.8, 3.71, 2.83, 6.44, 7.73, 7.2, 3.53]","[0.29, 0.26, 0.2, 0.25]",5.0,2.994,11,A2RWLFIP23FZA7
1092,[],5,"[6.01, 7.31, 2.55, 2.46, 2.96, 3.32, 9.72, 3.49, 7.43, 5.65, 4.97, 7.93, 4.34, 1.52, 8.04, 6.89, 3.07, 6.15, 6.6, 2.52, 8.66, 4.03, 5.71, 8.03, 5.95, 5.15, 0.85, 2.04]","[0.31, 0.11, 0.21, 0.37]",5.0,2.994,12,A2RWLFIP23FZA7
1093,[],5,"[5.9, 0.83, 2.67, 8.37, 3.56, 6.54, 2.25, 4.22, 5.54, 6.58, 3.31, 5.69, 1.69, 5.23, 8.52, 3.95, 3.42, 0.09, 3.25, 8.57, 3.46, 0.29, 1.27, 8.4, 9.09, 4.08, 4.56, 3.25]","[0.01, 0.07, 0.06, 0.86]",5.0,2.994,13,A2RWLFIP23FZA7
1094,[],5,"[2.62, 7.2, 9.59, 0.64, 7.8, 4.53, 0.51, 4.04, 4.5, 5.34, 1.33, 3.7, 8.7, 8.07, 5.5, 2.81, 4.56, 7.5, 6.07, 7.58, 5.31, 4.64, 0.55, 4.52, 7.59, 3.61, 5.46, 7.24]","[0.25, 0.27, 0.26, 0.22]",5.0,2.994,14,A2RWLFIP23FZA7
1095,[],5,"[4.45, 7.38, 3.51, 4.35, 6.68, 2.97, 2.34, 6.99, 4.09, 3.34, 4.53, 3.0, 2.75, 4.27, 6.85, 5.46, 4.42, 6.62, 7.23, 4.2, 6.6, 3.41, 2.75, 4.09, 4.36, 3.51, 2.7, 6.61]","[0.88, 0.01, 0.01, 0.1]",5.0,2.994,15,A2RWLFIP23FZA7
1096,[],5,"[7.68, 6.46, 5.34, 5.39, 7.59, 5.48, 0.69, 8.37, 1.64, 2.88, 4.07, 5.17, 2.43, 3.21, 8.48, 4.46, 2.05, 6.53, 3.89, 6.22, 3.32, 6.36, 2.8, 5.67, 4.36, 6.59, 8.37, 0.12]","[0.01, 0.03, 0.08, 0.88]",5.0,2.994,16,A2RWLFIP23FZA7
1097,[],5,"[4.37, 5.14, 2.06, 4.29, 9.58, 1.89, 6.64, 1.16, 9.6, 5.4, 5.09, 7.19, 2.56, 0.16, 7.75, 7.06, 5.83, 5.15, 3.54, 5.81, 4.8, 3.93, 5.66, 1.79, 2.36, 7.53, 2.21, 5.43]","[0.03, 0.9, 0.05, 0.02]",5.0,2.994,17,A2RWLFIP23FZA7
1098,[],5,"[5.37, 0.89, 5.79, 2.75, 3.0, 2.8, 1.75, 1.91, 5.62, 7.98, 2.51, 3.64, 9.19, 6.13, 0.24, 8.14, 1.13, 2.0, 4.44, 5.31, 4.62, 5.68, 8.31, 6.23, 7.35, 2.44, 3.71, 4.07]","[0.29, 0.17, 0.39, 0.15]",5.0,2.994,18,A2RWLFIP23FZA7
1099,[],5,"[5.91, 4.14, 2.94, 6.85, 1.58, 5.36, 6.03, 4.14, 6.84, 8.32, 1.6, 2.53, 3.79, 5.83, 4.29, 8.88, 6.43, 2.39, 5.75, 8.9, 7.81, 3.92, 6.41, 6.5, 3.07, 4.15, 7.05, 6.82]","[0.31, 0.16, 0.27, 0.26]",5.0,2.994,19,A2RWLFIP23FZA7
1100,"[0, 4, 8, 12, 16, 20, 24, 10]",3,"[0.12, 0.22, 0.1, 0.2, 0.02, 0.21, 0.1, 0.13, 0.15, 0.08, 0.13, 0.18, 0.02, 0.03, 0.12, 0.15, 0.13, 0.12, 0.07, 0.13, 0.06, 0.15, 0.03, 0.13, 0.11, 0.12, 0.15, 0.17]","[0.33, 0.23, 0.29, 0.15]",0.13,0.072,0,A2GOYSTIL3LOV1
1101,"[3, 7, 11, 15, 19, 23, 27]",1,"[0.19, 0.04, 0.2, 0.22, 0.17, 0.09, 0.09, 0.17, 0.13, 0.17, 0.19, 0.19, 0.05, 0.1, 0.09, 0.04, 0.12, 0.12, 0.14, 0.06, 0.2, 0.02, 0.21, 0.13, 0.08, 0.1, 0.1, 0.16]","[0.2, 0.25, 0.21, 0.34]",0.13,0.072,1,A2GOYSTIL3LOV1
1102,"[0, 4, 8, 12, 16, 20, 24]",6,"[0.03, 0.03, 0.09, 0.16, 0.1, 0.22, 0.08, 0.08, 0.17, 0.1, 0.11, 0.1, 0.1, 0.25, 0.14, 0.09, 0.09, 0.11, 0.04, 0.16, 0.2, 0.16, 0.23, 0.14, 0.08, 0.09, 0.02, 0.08]","[0.89, 0.03, 0.01, 0.07]",0.13,0.072,2,A2GOYSTIL3LOV1
1103,"[2, 6, 14, 22]",1,"[0.12, 0.22, 0.19, 0.12, 0.13, 0.2, 0.08, 0.08, 0.12, 0.06, 0.1, 0.02, 0.21, 0.13, 0.11, 0.17, 0.15, 0.25, 0.12, 0.07, 0.11, 0.18, 0.11, 0.2, 0.04, 0.11, 0.05, 0.24]","[0.01, 0.06, 0.87, 0.06]",0.13,0.072,3,A2GOYSTIL3LOV1
1104,"[1, 9, 25, 17]",7,"[0.2, 0.19, 0.19, 0.05, 0.09, 0.13, 0.24, 0.11, 0.22, 0.05, 0.07, 0.16, 0.15, 0.22, 0.04, 0.13, 0.2, 0.14, 0.11, 0.02, 0.07, 0.03, 0.1, 0.06, 0.1, 0.19, 0.13, 0.13]","[0.02, 0.86, 0.06, 0.06]",0.13,0.072,4,A2GOYSTIL3LOV1
1105,"[4, 12, 20, 21, 23]",6,"[0.19, 0.1, 0.17, 0.18, 0.13, 0.12, 0.06, 0.05, 0.19, 0.16, 0.24, 0.11, 0.14, 0.13, 0.03, 0.19, 0.2, 0.12, 0.12, 0.12, 0.17, 0.19, 0.22, 0.06, 0.15, 0.17, 0.22, 0.04]","[0.33, 0.26, 0.16, 0.25]",0.13,0.072,5,A2GOYSTIL3LOV1
1106,"[6, 14]",4,"[0.12, 0.22, 0.14, 0.15, 0.05, 0.19, 0.11, 0.07, 0.2, 0.12, 0.18, 0.19, 0.2, 0.13, 0.24, 0.08, 0.1, 0.17, 0.03, 0.04, 0.04, 0.14, 0.14, 0.16, 0.13, 0.15, 0.09, 0.16]","[0.01, 0.08, 0.88, 0.03]",0.13,0.072,6,A2GOYSTIL3LOV1
1107,"[5, 6, 7, 13, 14, 15]",4,"[0.21, 0.16, 0.09, 0.07, 0.07, 0.21, 0.1, 0.16, 0.06, 0.09, 0.05, 0.17, 0.13, 0.25, 0.2, 0.08, 0.02, 0.05, 0.17, 0.11, 0.15, 0.01, 0.08, 0.07, 0.05, 0.13, 0.16, 0.1]","[0.14, 0.34, 0.22, 0.3]",0.13,0.072,7,A2GOYSTIL3LOV1
1108,"[4, 12, 20, 16, 8, 0, 24, 3, 27]",7,"[0.17, 0.16, 0.2, 0.03, 0.14, 0.14, 0.05, 0.15, 0.03, 0.12, 0.22, 0.18, 0.1, 0.06, 0.09, 0.15, 0.05, 0.13, 0.09, 0.21, 0.13, 0.15, 0.15, 0.06, 0.17, 0.11, 0.12, 0.13]","[0.31, 0.21, 0.2, 0.28]",0.13,0.072,8,A2GOYSTIL3LOV1
1109,"[6, 14, 22, 26, 18, 10, 2]",4,"[0.11, 0.15, 0.15, 0.04, 0.13, 0.23, 0.13, 0.16, 0.07, 0.15, 0.02, 0.18, 0.18, 0.13, 0.19, 0.17, 0.17, 0.09, 0.12, 0.21, 0.08, 0.15, 0.09, 0.14, 0.17, 0.08, 0.18, 0.23]","[0.06, 0.03, 0.86, 0.05]",0.13,0.072,9,A2GOYSTIL3LOV1
1110,"[1, 5, 9, 13, 17, 21, 25, 18, 2, 10, 19, 16, 0, 3]",5,"[4.15, 6.49, 2.77, 2.39, 6.02, 1.4, 6.95, 3.7, 5.3, 4.44, 2.12, 9.26, 1.35, 7.09, 2.39, 4.17, 1.75, 9.82, 4.3, 8.27, 6.15, 1.6, 3.48, 8.42, 2.7, 2.55, 4.61, 1.09]","[0.21, 0.29, 0.28, 0.22]",5.0,2.994,10,A2GOYSTIL3LOV1
