,groundtruth,return,action
2015,"(1, 8, 48, 2, -8, -48, -1, -4, -48)",44.0,"[2, 5, 8, 4, 7, 9]"
2016,"(2, -8, -24, -1, -4, 24, -2, 4, -24)",25.0,"[2, 5, 8, 1, 7, 9]"
2017,"(-1, -4, 24, 2, -4, 48, -2, 8, 48)",117.0,"[2, 5, 8, 9]"
2018,"(-1, -8, 48, 2, -4, 48, -2, -4, -48)",90.0,"[2, 5, 8, 7, 9]"
2019,"(2, -8, -48, -1, 4, -48, 2, 8, -48)",8.0,"[2, 5, 8, 1, 4, 7, 9]"
2020,"(-1, -8, -24, -2, -8, -48, -2, -4, -48)",-11.0,"[2, 5, 8, 1, 4, 7, 9]"
2021,"(-2, -4, -24, -1, -8, -48, 1, 4, -48)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
2022,"(-2, -8, 24, 1, -4, -24, 1, -4, 24)",45.0,"[2, 5, 8, 4, 9]"
2023,"(-2, -8, 48, 1, 8, -24, -1, -8, -48)",50.0,"[2, 5, 8, 4, 7, 9]"
2024,"(2, -8, -24, -2, 8, -24, -2, -8, 48)",53.0,"[2, 5, 8, 1, 4, 9]"
2025,"(-2, -8, 48, 2, 8, -48, -1, 4, -24)",55.0,"[2, 5, 8, 4, 7, 9]"
2026,"(-2, 4, 24, 2, -4, 24, 1, 8, -24)",52.0,"[2, 5, 8, 7, 9]"
2027,"(-1, 4, -24, -1, -8, 24, 1, 4, -48)",27.0,"[2, 5, 8, 1, 7, 9]"
2028,"(-2, -8, 24, -2, -4, 48, 1, 4, -48)",72.0,"[2, 5, 8, 7, 9]"
2029,"(2, -4, 24, 2, 4, -48, -1, 8, -24)",31.0,"[2, 5, 8, 4, 7, 9]"
2030,"(-2, -8, 24, -1, 8, 48, 1, 8, 24)",93.0,"[2, 5, 8, 9]"
2031,"(-1, 8, -24, 2, -4, 48, -1, -8, -48)",50.0,"[2, 5, 8, 1, 7, 9]"
2032,"(2, 8, 48, -2, -4, 24, -1, 8, 24)",93.0,"[2, 5, 8, 9]"
2033,"(-2, 8, 48, -2, -4, 24, -2, -4, 24)",93.0,"[2, 5, 8, 9]"
2034,"(-1, -8, -24, 1, 8, 48, 2, 8, -24)",50.0,"[2, 5, 8, 1, 7, 9]"
2035,"(-2, 4, -48, -2, -8, -24, -1, 4, 24)",21.0,"[2, 5, 8, 1, 4, 9]"
2036,"(-2, 4, -48, -2, -8, -24, 1, 4, -24)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
2037,"(1, 8, -24, 1, 8, -24, -2, 4, -24)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
2038,"(1, -4, 24, -1, 4, 48, -1, -4, 48)",117.0,"[2, 5, 8, 9]"
2039,"(2, 8, 48, -1, -4, -24, 1, 8, -48)",50.0,"[2, 5, 8, 4, 7, 9]"
2040,"(1, 4, 24, -1, 4, -48, -2, -4, -24)",21.0,"[2, 5, 8, 4, 7, 9]"
2041,"(-2, -4, -24, 2, -4, 24, 1, 4, -24)",21.0,"[2, 5, 8, 1, 7, 9]"
2042,"(1, -4, -48, 2, 4, 48, 1, -4, 24)",69.0,"[2, 5, 8, 1, 9]"
2043,"(1, -4, 24, 2, -8, 48, -2, 4, -48)",72.0,"[2, 5, 8, 7, 9]"
2044,"(-2, 4, 48, -2, 4, 24, -2, -8, -48)",66.0,"[2, 5, 8, 7, 9]"
2045,"(1, 4, 48, 2, 4, 24, 1, -4, 48)",117.0,"[2, 5, 8, 9]"
2046,"(-2, 8, -24, -2, -4, 24, -2, 8, -24)",35.0,"[2, 5, 8, 1, 7, 9]"
2047,"(-2, -4, -48, 1, 4, 24, -2, -8, -24)",15.0,"[2, 5, 8, 1, 7, 9]"
2048,"(-1, -8, 48, 2, -8, -48, -1, -4, -48)",44.0,"[2, 5, 8, 4, 7, 9]"
2049,"(1, 8, 24, 1, -8, 24, 1, 4, -24)",48.0,"[2, 5, 8, 7, 9]"
2050,"(-1, 8, -24, -2, -4, -48, 2, 4, -24)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
2051,"(-2, 8, -24, 1, -8, 48, -2, -4, -48)",49.0,"[2, 5, 8, 1, 7, 9]"
2052,"(-1, 4, 24, 1, 4, -24, -2, 4, -48)",27.0,"[2, 5, 8, 4, 7, 9]"
2053,"(-1, 8, -48, -1, -4, -48, -1, -8, 24)",26.0,"[2, 5, 8, 1, 4, 9]"
2054,"(-1, 8, -48, 2, -8, -48, -2, -8, -48)",2.0,"[2, 5, 8, 1, 4, 7, 9]"
2055,"(-1, -8, 24, -2, -4, -24, -1, 8, 48)",66.0,"[2, 5, 8, 4, 9]"
2056,"(1, -8, -48, -2, -8, 48, 1, -4, 24)",69.0,"[2, 5, 8, 1, 9]"
2057,"(2, 8, 48, 1, -4, 24, -2, -4, -24)",66.0,"[2, 5, 8, 7, 9]"
2058,"(1, -4, -24, 1, 8, 48, 2, 8, 24)",69.0,"[2, 5, 8, 1, 9]"
2059,"(2, 8, -24, 2, 8, 24, -1, 8, 48)",76.0,"[2, 5, 8, 1, 9]"
2060,"(-1, 4, 48, -2, 4, -48, 1, 4, -24)",51.0,"[2, 5, 8, 4, 7, 9]"
2061,"(1, 8, -48, -2, -8, -48, 2, -4, 24)",25.0,"[2, 5, 8, 1, 4, 9]"
2062,"(1, -8, 24, 2, 8, 48, 2, -8, 24)",93.0,"[2, 5, 8, 9]"
2063,"(1, -4, 48, -2, 4, 48, 2, 8, -24)",100.0,"[2, 5, 8, 7, 9]"
2064,"(-1, -4, 48, -1, 4, 24, 1, -8, -48)",69.0,"[2, 5, 8, 7, 9]"
2065,"(2, 8, -48, 1, 8, 24, 1, -8, 24)",52.0,"[2, 5, 8, 1, 9]"
2066,"(-1, 4, -24, 1, 8, -24, 1, -8, -48)",7.0,"[2, 5, 8, 1, 4, 7, 9]"
2067,"(-1, 8, -24, 2, -8, 24, 2, -4, -24)",29.0,"[2, 5, 8, 1, 7, 9]"
2068,"(-1, -4, 24, 2, -4, 48, -1, -4, 48)",117.0,"[2, 5, 8, 9]"
2069,"(1, -8, -24, -2, 4, 48, -1, 4, -48)",48.0,"[2, 5, 8, 1, 7, 9]"
2070,"(-1, -4, 24, 1, 8, 24, 2, 4, -48)",48.0,"[2, 5, 8, 7, 9]"
2071,"(-1, -8, -24, 2, 4, -48, -1, -8, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
2072,"(-2, -8, 48, -2, 4, -48, 2, 4, -24)",51.0,"[2, 5, 8, 4, 7, 9]"
2073,"(1, -4, 48, -2, 4, 24, -1, -4, 24)",93.0,"[2, 5, 8, 9]"
2074,"(2, -8, -48, 2, -4, -24, -2, -4, 48)",47.0,"[2, 5, 8, 1, 4, 9]"
2075,"(-2, 4, 48, 2, -4, -48, 2, 4, -24)",49.0,"[2, 5, 8, 4, 7, 9]"
2076,"(2, 4, 48, -2, 8, 48, -1, -4, -24)",91.0,"[2, 5, 8, 7, 9]"
2077,"(-1, 4, 48, 1, 8, -24, 1, -8, 24)",76.0,"[2, 5, 8, 4, 9]"
2078,"(1, 4, 48, -2, 8, -24, -1, -8, 48)",100.0,"[2, 5, 8, 4, 9]"
2079,"(2, -4, 48, -2, 4, 24, -2, 4, -48)",72.0,"[2, 5, 8, 7, 9]"
2080,"(2, -4, -48, 2, 8, 48, 1, -8, -48)",46.0,"[2, 5, 8, 1, 7, 9]"
2081,"(2, -8, -48, -2, 8, 24, -2, -4, -24)",19.0,"[2, 5, 8, 1, 7, 9]"
2082,"(2, -8, -24, 1, 4, 24, 1, -4, -48)",22.0,"[2, 5, 8, 1, 7, 9]"
2083,"(1, 4, 24, 1, 8, 48, 2, 4, 48)",117.0,"[2, 5, 8, 9]"
2084,"(2, -8, -24, -1, -4, -48, 1, 8, 48)",44.0,"[2, 5, 8, 1, 4, 9]"
2085,"(1, 4, 24, 2, -8, 48, -1, -4, -24)",67.0,"[2, 5, 8, 7, 9]"
2086,"(1, -8, -48, -2, 4, 48, 2, 4, -48)",48.0,"[2, 5, 8, 1, 7, 9]"
2087,"(1, 8, 24, 2, -8, -24, -2, -4, -24)",19.0,"[2, 5, 8, 4, 7, 9]"
2088,"(1, 4, -24, 2, -4, 48, -1, 4, -48)",51.0,"[2, 5, 8, 1, 7, 9]"
2089,"(1, 8, -24, -1, -4, 24, -2, -8, -48)",25.0,"[2, 5, 8, 1, 7, 9]"
2090,"(1, 8, -24, -1, -4, -24, -2, -8, 24)",26.0,"[2, 5, 8, 1, 4, 9]"
2091,"(1, 8, 24, -2, -4, -48, -2, -8, 24)",42.0,"[2, 5, 8, 4, 9]"
2092,"(-1, -4, -24, 2, 8, -48, 2, -4, 48)",50.0,"[2, 5, 8, 1, 4, 9]"
2093,"(2, 8, -24, 1, 4, -24, -1, 8, -48)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
2094,"(2, 4, -24, -1, -8, 48, 2, 8, -24)",55.0,"[2, 5, 8, 1, 7, 9]"
2095,"(-2, 8, 24, 2, -8, 24, 1, -4, -48)",45.0,"[2, 5, 8, 7, 9]"
2096,"(-1, 8, -24, 2, -8, 48, -1, 8, 24)",76.0,"[2, 5, 8, 1, 9]"
2097,"(-1, 4, 24, 2, 8, -48, 1, -8, -48)",28.0,"[2, 5, 8, 4, 7, 9]"
2098,"(2, 8, -48, 2, 4, 24, 2, -4, 24)",52.0,"[2, 5, 8, 1, 9]"
2099,"(-2, 8, -48, 2, -8, 48, -1, 4, 48)",100.0,"[2, 5, 8, 1, 9]"
2100,"(-1, 8, 48, 2, 8, -24, -1, 8, -48)",59.0,"[2, 5, 8, 4, 7, 9]"
2101,"(-1, -4, 48, 1, 4, -48, 2, -8, -24)",49.0,"[2, 5, 8, 4, 7, 9]"
2102,"(-1, -8, -24, 2, -8, -48, -1, 4, 24)",20.0,"[2, 5, 8, 1, 4, 9]"
2103,"(2, 4, 48, 2, -4, 24, 2, -4, 48)",117.0,"[2, 5, 8, 9]"
2104,"(1, 4, -24, 1, 4, 24, 1, -8, -24)",24.0,"[2, 5, 8, 1, 7, 9]"
2105,"(1, 4, -24, 1, -4, 24, 2, 8, 48)",72.0,"[2, 5, 8, 1, 9]"
2106,"(-1, 4, 48, -2, 4, 48, -2, -4, 48)",141.0,"[2, 5, 8, 9]"
2107,"(-2, -4, 24, 2, 8, 24, 2, -4, 24)",69.0,"[2, 5, 8, 9]"
2108,"(-1, 8, -48, 2, -8, 24, 1, 4, -48)",31.0,"[2, 5, 8, 1, 7, 9]"
2109,"(-2, -4, -24, -1, -4, -48, -2, -8, 48)",40.0,"[2, 5, 8, 1, 4, 9]"
2110,"(1, -8, 48, -2, 4, -48, -2, 8, -24)",55.0,"[2, 5, 8, 4, 7, 9]"
2111,"(1, 8, 24, -2, -8, 48, -2, 4, 24)",93.0,"[2, 5, 8, 9]"
2112,"(1, 4, -24, 1, 4, -48, -1, -4, -48)",1.0,"[2, 5, 8, 1, 4, 7, 9]"
2113,"(-1, 4, 24, 1, 4, -24, -2, -4, -48)",21.0,"[2, 5, 8, 4, 7, 9]"
2114,"(-1, 8, 24, -2, 8, 24, 2, 4, -24)",48.0,"[2, 5, 8, 7, 9]"
2115,"(-1, -4, -24, -1, -4, 24, 1, 8, 24)",43.0,"[2, 5, 8, 1, 9]"
2116,"(-1, -4, -48, 1, 8, -48, -1, -8, -24)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
2117,"(-1, -4, 24, 2, 4, 24, 2, -4, 24)",69.0,"[2, 5, 8, 9]"
2118,"(-1, 8, 24, -1, 4, -48, -2, 8, 24)",48.0,"[2, 5, 8, 4, 9]"
2119,"(1, 4, -24, 2, 8, 24, 2, 4, 24)",48.0,"[2, 5, 8, 1, 9]"
2120,"(2, 4, 48, 2, 4, 48, 1, 8, 48)",141.0,"[2, 5, 8, 9]"
2121,"(-2, 4, -24, 2, 8, -24, -1, 8, 48)",55.0,"[2, 5, 8, 1, 4, 9]"
2122,"(2, 8, -24, 2, 4, 48, -2, -4, -24)",49.0,"[2, 5, 8, 1, 7, 9]"
2123,"(-1, -4, 48, 2, -8, 24, -1, -4, -24)",67.0,"[2, 5, 8, 7, 9]"
2124,"(1, 4, 48, -2, -8, -48, -1, -8, -24)",40.0,"[2, 5, 8, 4, 7, 9]"
2125,"(2, -4, -24, -2, -4, 48, -2, -4, 24)",70.0,"[2, 5, 8, 1, 9]"
2126,"(1, 4, 24, -1, 8, 48, -1, -8, -24)",67.0,"[2, 5, 8, 7, 9]"
2127,"(2, -8, -48, 2, 4, -24, 1, 4, 48)",49.0,"[2, 5, 8, 1, 4, 9]"
2128,"(2, -8, -48, -1, 8, -24, -1, 4, 24)",29.0,"[2, 5, 8, 1, 4, 9]"
2129,"(2, 4, -24, -1, -4, -48, 2, 4, -48)",1.0,"[2, 5, 8, 1, 4, 7, 9]"
2130,"(2, -4, 48, -1, -4, 48, 2, 8, -24)",100.0,"[2, 5, 8, 7, 9]"
2131,"(1, 8, 48, -1, -8, 48, 2, -8, -48)",94.0,"[2, 5, 8, 7, 9]"
2132,"(-1, 8, -48, -2, 8, -48, 2, 4, -24)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
2133,"(-2, 8, 48, 1, 4, 48, 1, -4, 24)",117.0,"[2, 5, 8, 9]"
2134,"(1, 8, -48, -1, 8, 48, -2, 4, -24)",55.0,"[2, 5, 8, 1, 7, 9]"
2135,"(-1, 4, 24, -2, 8, 24, 2, 4, -24)",48.0,"[2, 5, 8, 7, 9]"
2136,"(2, -8, 48, -2, -8, 24, -1, -8, -48)",67.0,"[2, 5, 8, 7, 9]"
2137,"(-2, -8, -48, -2, -4, -24, -1, 4, 48)",39.0,"[2, 5, 8, 1, 4, 9]"
2138,"(1, -4, -48, -1, -8, -24, 2, 4, 24)",19.0,"[2, 5, 8, 1, 4, 9]"
2139,"(-1, -4, 24, -2, -8, -48, -1, -4, -24)",16.0,"[2, 5, 8, 4, 7, 9]"
2140,"(-2, 4, 48, 2, 4, -48, 2, -4, 48)",96.0,"[2, 5, 8, 4, 9]"
2141,"(1, 4, 48, 2, 8, 48, -1, 4, -24)",96.0,"[2, 5, 8, 7, 9]"
2142,"(-2, -8, -24, -1, -8, -24, -2, -8, 48)",40.0,"[2, 5, 8, 1, 4, 9]"
2143,"(2, -4, 48, -2, -8, 24, 2, -8, -24)",70.0,"[2, 5, 8, 7, 9]"
2144,"(-2, 8, -48, 2, 4, 24, 1, -8, 48)",76.0,"[2, 5, 8, 1, 9]"
2145,"(-2, 4, 24, -1, -8, -24, -2, 4, -48)",22.0,"[2, 5, 8, 4, 7, 9]"
2146,"(2, -4, 48, 1, 8, -24, 2, -4, -48)",53.0,"[2, 5, 8, 4, 7, 9]"
2147,"(-1, -4, 48, 1, 8, -24, -1, 8, 24)",76.0,"[2, 5, 8, 4, 9]"
2148,"(-2, 4, -24, -1, -8, -24, 1, -4, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
2149,"(2, 4, -24, -2, 8, -24, -2, -4, -48)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
2150,"(-2, -4, 24, 1, 8, -24, -1, 8, -24)",35.0,"[2, 5, 8, 4, 7, 9]"
2151,"(-1, -8, 24, 2, -8, 24, 2, 8, 24)",69.0,"[2, 5, 8, 9]"
2152,"(-2, 8, -24, 2, 4, -24, -2, -8, 48)",55.0,"[2, 5, 8, 1, 4, 9]"
2153,"(2, 8, -48, -2, 4, 24, 2, 4, -24)",31.0,"[2, 5, 8, 1, 7, 9]"
2154,"(2, 8, -24, -1, -4, -48, 2, -4, 48)",50.0,"[2, 5, 8, 1, 4, 9]"
2155,"(2, 4, 24, -1, -8, 24, 2, 8, -48)",52.0,"[2, 5, 8, 7, 9]"
2156,"(2, -4, 48, -1, -8, 48, -1, -8, 48)",141.0,"[2, 5, 8, 9]"
2157,"(1, 4, 48, 2, 4, -24, 2, 4, 24)",72.0,"[2, 5, 8, 4, 9]"
2158,"(-2, 4, 48, 2, -8, -48, 1, 8, 48)",94.0,"[2, 5, 8, 4, 9]"
2159,"(1, -4, -48, -1, 4, -24, 1, 4, -24)",3.0,"[2, 5, 8, 1, 4, 7, 9]"
2160,"(-2, -4, 24, 2, 8, -48, 1, -8, 24)",52.0,"[2, 5, 8, 4, 9]"
2161,"(2, -8, 48, 2, 4, 48, 2, 8, -48)",100.0,"[2, 5, 8, 7, 9]"
2162,"(-2, -4, 48, 2, -4, -48, -1, 8, 48)",94.0,"[2, 5, 8, 4, 9]"
2163,"(-1, 4, -24, 1, -4, 48, 2, 4, 24)",72.0,"[2, 5, 8, 1, 9]"
2164,"(-2, -4, 48, 1, -8, -48, 1, 8, -24)",52.0,"[2, 5, 8, 4, 7, 9]"
2165,"(-2, -4, -48, -1, 4, -24, 2, 4, -48)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
2166,"(2, 4, -24, 2, 4, 24, 1, 4, 24)",48.0,"[2, 5, 8, 1, 9]"
2167,"(2, 4, 24, 2, 8, -24, -1, -4, -48)",26.0,"[2, 5, 8, 4, 7, 9]"
2168,"(-1, -4, 24, -2, -8, 48, -2, 4, 48)",117.0,"[2, 5, 8, 9]"
2169,"(2, -8, 24, -2, -8, 48, 1, -8, 24)",93.0,"[2, 5, 8, 9]"
2170,"(-2, 4, 24, -1, 4, 48, -1, 4, -48)",72.0,"[2, 5, 8, 7, 9]"
2171,"(2, 8, -24, -2, 4, -24, -1, 8, -24)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
2172,"(-2, 4, -48, 1, -8, -48, -2, 8, -48)",7.0,"[2, 5, 8, 1, 4, 7, 9]"
2173,"(-2, 8, 24, -1, -8, 48, -1, 4, -24)",72.0,"[2, 5, 8, 7, 9]"
2174,"(-2, -4, 48, -2, -4, 48, 1, 8, 48)",141.0,"[2, 5, 8, 9]"
2175,"(-1, 4, -24, -1, 4, -48, -1, 8, -48)",10.0,"[2, 5, 8, 1, 4, 7, 9]"
2176,"(2, -4, 48, -2, 4, 48, -1, 8, -48)",100.0,"[2, 5, 8, 7, 9]"
2177,"(-1, -4, -24, 1, 8, -48, -2, -8, -48)",-1.0,"[2, 5, 8, 1, 4, 7, 9]"
2178,"(-2, -4, 24, 2, 8, -24, 1, -8, 48)",76.0,"[2, 5, 8, 4, 9]"
2179,"(1, -8, 48, 1, 8, 48, -1, 8, 24)",117.0,"[2, 5, 8, 9]"
2180,"(-2, 4, -48, 2, -4, 48, -1, -4, 48)",96.0,"[2, 5, 8, 1, 9]"
2181,"(2, 4, 48, -1, -8, -24, 1, 8, 24)",67.0,"[2, 5, 8, 4, 9]"
2182,"(-1, 8, -48, -1, 4, -48, -2, -4, -48)",4.0,"[2, 5, 8, 1, 4, 7, 9]"
2183,"(2, -4, -48, 1, -4, 24, 2, 8, -24)",29.0,"[2, 5, 8, 1, 7, 9]"
2184,"(-2, -4, -48, -2, -8, 48, 1, -4, -48)",42.0,"[2, 5, 8, 1, 7, 9]"
2185,"(1, -4, 24, 1, -4, 48, -1, 8, 48)",117.0,"[2, 5, 8, 9]"
2186,"(-1, 4, 48, -2, -8, 48, -1, -4, -24)",91.0,"[2, 5, 8, 7, 9]"
2187,"(-1, 8, -48, -1, 4, 24, -1, 4, -24)",31.0,"[2, 5, 8, 1, 7, 9]"
2188,"(-1, 8, 24, 2, 4, -48, -1, -8, 48)",72.0,"[2, 5, 8, 4, 9]"
2189,"(2, 8, 24, -2, 4, 48, 1, -4, -24)",69.0,"[2, 5, 8, 7, 9]"
2190,"(2, -4, -48, 2, 4, -24, 2, 8, -24)",8.0,"[2, 5, 8, 1, 4, 7, 9]"
2191,"(2, -8, 24, -1, -4, -48, 1, -4, -48)",19.0,"[2, 5, 8, 4, 7, 9]"
2192,"(-1, -4, 48, -2, -4, -24, -2, -8, 48)",90.0,"[2, 5, 8, 4, 9]"
2193,"(1, -4, 48, 2, 4, 48, 1, -4, -24)",93.0,"[2, 5, 8, 7, 9]"
2194,"(2, 4, -48, 2, -4, -24, -2, -4, 24)",25.0,"[2, 5, 8, 1, 4, 9]"
2195,"(-2, 8, -48, -2, 8, -24, 1, 4, -48)",14.0,"[2, 5, 8, 1, 4, 7, 9]"
2196,"(-1, -4, -48, -1, 8, -48, -1, -4, -24)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
2197,"(2, -8, -24, 2, -4, 24, 2, 4, 24)",46.0,"[2, 5, 8, 1, 9]"
2198,"(-2, -4, 24, 1, 4, -48, -2, 4, -24)",27.0,"[2, 5, 8, 4, 7, 9]"
2199,"(-1, 8, 24, 2, -8, -48, -2, 8, 48)",70.0,"[2, 5, 8, 4, 9]"
2200,"(2, -8, 48, 2, -8, -24, -1, 8, 24)",70.0,"[2, 5, 8, 4, 9]"
2201,"(1, 8, 48, -2, 8, 24, -1, 8, -48)",76.0,"[2, 5, 8, 7, 9]"
2202,"(-2, 8, -48, 2, 8, -24, 1, 8, 48)",59.0,"[2, 5, 8, 1, 4, 9]"
2203,"(-2, 8, 24, -1, -4, 24, 1, -8, 24)",69.0,"[2, 5, 8, 9]"
2204,"(-2, 8, 24, -2, 4, 24, 1, -4, 24)",69.0,"[2, 5, 8, 9]"
2205,"(-2, 4, 24, -1, -4, -24, -2, 8, -48)",26.0,"[2, 5, 8, 4, 7, 9]"
2206,"(1, -8, -24, -1, 8, -24, -2, 8, -24)",11.0,"[2, 5, 8, 1, 4, 7, 9]"
2207,"(2, 4, 48, 1, 8, -48, -1, 4, -48)",55.0,"[2, 5, 8, 4, 7, 9]"
2208,"(-2, -8, 24, -1, -4, 48, -1, -8, 48)",117.0,"[2, 5, 8, 9]"
2209,"(-2, 8, 48, -2, -8, -24, -1, -8, 48)",90.0,"[2, 5, 8, 4, 9]"
2210,"(-2, -4, -24, 1, -4, -24, -2, -8, 24)",18.0,"[2, 5, 8, 1, 4, 9]"
2211,"(2, 4, -24, -1, 8, 24, -2, 8, -48)",31.0,"[2, 5, 8, 1, 7, 9]"
2212,"(2, -4, -48, -1, 4, -48, -1, 8, 48)",49.0,"[2, 5, 8, 1, 4, 9]"
2213,"(2, -8, 48, -2, 8, 24, 2, 4, 24)",93.0,"[2, 5, 8, 9]"
2214,"(1, 4, -48, -1, -8, -48, 1, 8, 48)",46.0,"[2, 5, 8, 1, 4, 9]"
2215,"(-1, 4, 24, 1, 4, 48, 2, 8, -48)",76.0,"[2, 5, 8, 7, 9]"
2216,"(2, -4, -24, 1, 8, 24, -1, 8, -24)",29.0,"[2, 5, 8, 1, 7, 9]"
2217,"(-2, -8, 48, -1, 4, 24, 1, 4, 48)",117.0,"[2, 5, 8, 9]"
2218,"(-2, -4, 48, -2, 4, -48, 2, 8, -24)",55.0,"[2, 5, 8, 4, 7, 9]"
2219,"(1, 4, 24, -1, 4, -24, 2, -8, 48)",72.0,"[2, 5, 8, 4, 9]"
2220,"(-1, -8, -24, 2, 4, 48, 2, 4, 48)",91.0,"[2, 5, 8, 1, 9]"
2221,"(1, -8, 48, -1, 8, -48, -2, -24, -8)",49.0,"[2, 5, 8, 4, 7, 9]"
2222,"(-1, -4, -48, -1, -8, -48, -1, -48, 4)",-3.0,"[2, 5, 8, 1, 4, 9]"
2223,"(-2, -4, -24, 1, -8, -24, -2, 24, 8)",2.0,"[2, 5, 8, 1, 4, 9]"
2224,"(1, -4, -48, 1, 8, 24, -2, 48, 8)",29.0,"[2, 5, 8, 1, 9]"
2225,"(-2, 8, 24, 2, 4, -48, -2, -48, 4)",28.0,"[2, 5, 8, 4, 9]"
2226,"(1, -8, -24, 2, -8, -48, -2, -48, 4)",2.0,"[2, 5, 8, 1, 4, 9]"
2227,"(1, -8, 24, 2, 4, 24, -1, 24, -8)",68.0,"[2, 5, 8, 7, 9]"
2228,"(1, 8, -48, 1, 4, -24, 1, 24, 4)",11.0,"[2, 5, 8, 1, 4, 9]"
2229,"(1, 8, -24, 1, -4, -48, 2, 48, 4)",8.0,"[2, 5, 8, 1, 4, 9]"
2230,"(1, -8, -24, -1, 8, 24, -1, 48, -4)",68.0,"[2, 5, 8, 1, 7, 9]"
2231,"(-1, -8, -48, -2, -4, -24, 2, 24, -4)",15.0,"[2, 5, 8, 1, 4, 7, 9]"
2232,"(1, -4, 24, -2, 8, -24, 1, 48, 8)",36.0,"[2, 5, 8, 4, 9]"
2233,"(-2, 8, -24, 2, -4, 24, 1, 24, -4)",51.0,"[2, 5, 8, 1, 7, 9]"
2234,"(1, -8, -24, 2, -4, -48, -2, -24, -8)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
2235,"(-2, 4, -24, -2, 4, 48, 2, 48, 8)",56.0,"[2, 5, 8, 1, 9]"
2236,"(1, -8, 24, 1, 8, 48, 2, -48, 8)",77.0,"[2, 5, 8, 9]"
2237,"(2, 4, 48, 1, 4, -24, 2, 48, -4)",95.0,"[2, 5, 8, 4, 7, 9]"
2238,"(-2, 8, -24, 1, 8, 24, 1, -24, 8)",36.0,"[2, 5, 8, 1, 9]"
2239,"(-2, 8, 48, -1, -8, -24, -1, 24, -8)",66.0,"[2, 5, 8, 4, 7, 9]"
2240,"(-1, -8, -48, 2, 8, -48, -1, -24, -8)",0.0,"[2, 5, 8, 1, 4, 7, 9]"
2241,"(2, -8, 24, -1, -8, -48, -2, 48, -8)",66.0,"[2, 5, 8, 4, 7, 9]"
2242,"(1, 8, 24, -2, 8, -48, 1, -24, -8)",28.0,"[2, 5, 8, 4, 7, 9]"
2243,"(-2, 8, -24, -2, -8, 48, -1, -24, -4)",50.0,"[2, 5, 8, 1, 7, 9]"
2244,"(2, 4, 24, -2, -8, 24, 1, 48, -8)",92.0,"[2, 5, 8, 7, 9]"
2245,"(1, 8, 24, 1, 4, 48, -2, -48, -8)",66.0,"[2, 5, 8, 7, 9]"
2246,"(1, 4, -24, -1, -4, 24, -2, -24, 8)",32.0,"[2, 5, 8, 1, 9]"
2247,"(-1, 8, 48, -2, -4, -24, 1, -48, -8)",42.0,"[2, 5, 8, 4, 7, 9]"
2248,"(-2, 4, 48, -2, 8, -24, 2, 24, 4)",56.0,"[2, 5, 8, 4, 9]"
2249,"(1, -8, -24, 1, -8, -24, -1, -48, -4)",-5.0,"[2, 5, 8, 1, 4, 7, 9]"
2250,"(-2, -4, 24, 2, -8, -48, 2, 24, -4)",45.0,"[2, 5, 8, 4, 7, 9]"
2251,"(-1, -4, -48, 1, 8, 48, 2, -24, -4)",44.0,"[2, 5, 8, 1, 7, 9]"
2252,"(-2, -4, -24, -1, 8, 48, -2, 24, 8)",50.0,"[2, 5, 8, 1, 9]"
2253,"(-1, 4, -24, 1, 4, -24, 2, 24, 4)",7.0,"[2, 5, 8, 1, 4, 9]"
2254,"(-1, 4, 24, 1, -8, -48, -2, 48, 4)",25.0,"[2, 5, 8, 4, 9]"
2255,"(2, -4, 24, -1, -8, 48, 2, -48, -8)",70.0,"[2, 5, 8, 7, 9]"
2256,"(-2, 4, 24, -1, -8, 24, 2, -48, -8)",46.0,"[2, 5, 8, 7, 9]"
2257,"(2, -4, 24, 1, 4, -24, 2, -24, 8)",32.0,"[2, 5, 8, 4, 9]"
2258,"(1, 4, -48, 2, 4, -24, 1, 24, 4)",7.0,"[2, 5, 8, 1, 4, 9]"
2259,"(2, 8, 24, 1, 8, -48, 1, -24, 8)",36.0,"[2, 5, 8, 4, 9]"
2260,"(-1, 8, 48, 2, -8, 48, 2, 48, -8)",140.0,"[2, 5, 8, 7, 9]"
2261,"(2, -4, 48, 1, 8, -24, 2, 24, -8)",75.0,"[2, 5, 8, 4, 7, 9]"
2262,"(-2, 4, -24, 2, 8, -24, -1, 24, 4)",11.0,"[2, 5, 8, 1, 4, 9]"
2263,"(-1, -8, 48, -2, 8, -24, -2, 24, -8)",75.0,"[2, 5, 8, 4, 7, 9]"
